Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
346,S123 Feeling Jealous 2 (346),S123,Feeling Jealous 2,https://slp.everydayspeech.com/video/feeling-jealous-2,video,2016-12-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Changing the Channel on Feelings,(2) Elementary School,Handling Jealousy,,,
968,A004 Two Sides - Conversation Drivers & Stoppers (968),A004,Two Sides - Conversation Drivers & Stoppers,https://slp.everydayspeech.com/video/two-sides-conversation-drivers-stoppers,video,2016-12-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Conversation Drivers & Stoppers,(3) Middle & High School,What are Conversation Drivers & Stoppers?,,,
811,S125 Say How You're Feeling (811),S125,Say How You're Feeling,https://slp.everydayspeech.com/video/say-how-you-re-feeling,video,2016-12-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Advocating for Yourself,(3) Middle & High School,Expressing Yourself,2nd Grade,Social Awareness,Say How You're Feeling
413,S121 Perseverating (413),S121,Perseverating,https://slp.everydayspeech.com/video/perseverating,video,2016-12-15,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Using Your Self-Controller,,,,,
782,M056 Introducing Yourself (782),M056,Introducing Yourself,https://slp.everydayspeech.com/video/introducing-yourself-2,video,2017-01-09,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Introducing Yourself,,,
950,M020 Maintaining a Conversation (950),M020,Maintaining a Conversation,https://slp.everydayspeech.com/video/maintaining-a-conversation,video,2017-01-12,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Conversation Drivers & Stoppers,(3) Middle & High School,What are Conversation Drivers & Stoppers?,,,
1007,A017 Solve It - Functional - Left Backpack On Bus (1007),A017,Solve It - Functional - Left Backpack On Bus,https://slp.everydayspeech.com/video/solve-it-functional-left-backpack-on-bus,video,2017-01-13,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(2) Elementary School,Practice Solving Problems,2nd Grade,Responsible Decision-Making,Being a Problem Solver
889,A024 Bingo - Conversation Drivers & Stoppers I (889),A024,Bingo - Conversation Drivers & Stoppers I,https://slp.everydayspeech.com/video/bingo-conversation-drivers-stoppers-i,video,2017-01-13,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Conversation Drivers & Stoppers,(2) Elementary School,What are Conversation Drivers & Stoppers?,,,
1024,A022 Solve It - Friends - Fighting (1024),A022,Solve It - Friends - Fighting,https://slp.everydayspeech.com/video/solve-it-friends-fighting,video,2017-01-13,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(3) Middle & High School,Master Solving Problems,,,
994,A016 Solve It - Functional - Need a Ride Home (994),A016,Solve It - Functional - Need a Ride Home,https://slp.everydayspeech.com/video/solve-it-functional-need-a-ride-home,video,2017-01-13,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(3) Middle & High School,Practice Solving Problems,,,
414,A027 Emotions Bingo III (414),A027,Emotions Bingo III,https://slp.everydayspeech.com/video/emotions-bingo-iii,video,2017-01-13,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,"Understanding Body Language, Identifying Feelings",(2) Elementary School,Reading Body Language,,,
1003,A020 Solve It - Friends - Being Fair (1003),A020,Solve It - Friends - Being Fair,https://slp.everydayspeech.com/video/solve-it-friends-being-fair,video,2017-01-13,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(2) Elementary School,How Big is the Problem?,"2nd Grade, 1st Grade","Relationship Skills, Responsible Decision-Making","Being Fair with Friends, Being Fair"
984,A021 Solve It - Friends - Break Something (984),A021,Solve It - Friends - Break Something,https://slp.everydayspeech.com/video/solve-it-friends-break-something,video,2017-01-13,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(3) Middle & High School,Learn the Problem Solving Steps,,,
640,M047 Standing in Line (640),M047,Standing in Line,https://slp.everydayspeech.com/video/standing-in-line,video,2017-01-13,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(2) Elementary School,Classroom Basics,,,
779,A026 Emotions Bingo II (779),A026,Emotions Bingo II,https://slp.everydayspeech.com/video/emotions-bingo-ii,video,2017-01-13,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Identifying Feelings,,,,,
498,A012 Guess What Happens Next - Conversation Drivers & Stoppers (498),A012,Guess What Happens Next - Conversation Drivers & Stoppers,https://slp.everydayspeech.com/video/guess-what-happens-next-conversation-drivers-stoppers,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Conversation Drivers & Stoppers,(2) Elementary School,Labeling Conversation Drivers & Stoppers,,,
899,A013 Two Sides - Think It or Say It (899),A013,Two Sides - Think It or Say It,https://slp.everydayspeech.com/video/two-sides-think-it-or-say-it,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Think It or Say It,(3) Middle & High School,What is Think It or Say It?,,,
280,M007 Tone of Voice - Angry (280),M007,Tone of Voice - Angry,https://slp.everydayspeech.com/video/tone-of-voice-angry,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Tone of Voice,(3) Middle & High School,Understanding Tone of Voice,,,
1012,M009 Solving a Problem with a Friend (1012),M009,Solving a Problem with a Friend,https://slp.everydayspeech.com/video/solving-a-problem-with-a-friend,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(3) Middle & High School,Practice Solving Problems,,,
283,M006 Tone of Voice - Excited (283),M006,Tone of Voice - Excited,https://slp.everydayspeech.com/video/tone-of-voice-excited,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Tone of Voice,(3) Middle & High School,Understanding Tone of Voice,,,
181,M003 Working in Groups (181),M003,Working in Groups,https://slp.everydayspeech.com/video/working-in-groups-2,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Working With a Group,(3) Middle & High School,How to Work in Groups,,,
247,M033 Accepting Help (247),M033,Accepting Help,https://slp.everydayspeech.com/video/accepting-help,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Asking For Help,(3) Middle & High School,Asking for Help or Clarification,,,
25,A006 Act It Out - Topics (25),A006,Act It Out - Topics,https://slp.everydayspeech.com/video/act-it-out-topics,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Topic Radar,(3) Middle & High School,Practicing Picking the Topic,,,
773,M066 Being a Good Sport (773),M066,Being a Good Sport,https://slp.everydayspeech.com/video/being-a-good-sport,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Being a Good Sport,(2) Elementary School,What is a Good Sport?,1st Grade,Relationship Skills,Being a Good Sport
1,A014 Two Sides - Empathy (1),A014,Two Sides - Empathy,https://slp.everydayspeech.com/video/two-sides-empathy,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Empathy Essentials,"(2) Elementary School, (3) Middle & High School","Using the Empathy Essentials, Using the Empathy Essentials",,,
775,M067 Calming Down (775),M067,Calming Down,https://slp.everydayspeech.com/video/calming-down,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(2) Elementary School,How to Calm Down,,,
578,M065 Entering a Classroom (578),M065,Entering a Classroom,https://slp.everydayspeech.com/video/entering-a-classroom,video,2017-01-14,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(2) Elementary School,Classroom Basics,,,
786,M013 Self-Advocacy (786),M013,Self-Advocacy,https://slp.everydayspeech.com/video/self-advocacy,video,2017-01-14,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Advocating for Yourself,(3) Middle & High School,What is Self-Advocacy?,,,
263,M052 Pitch and Tone of Voice (263),M052,Pitch and Tone of Voice,https://slp.everydayspeech.com/video/pitch-and-tone-of-voice,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Tone of Voice,(2) Elementary School,Understanding Tone of Voice,,,
983,A011 Guess What Happens Next - Think It Or Say It (983),A011,Guess What Happens Next - Think It Or Say It,https://slp.everydayspeech.com/video/guess-what-happens-next-think-it-or-say-it,video,2017-01-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Think It or Say It,(3) Middle & High School,Uncomfortable Comments,,,
988,M019 Length of Turn in Conversation (988),M019,Length of Turn in Conversation,https://slp.everydayspeech.com/video/length-of-turn-in-conversation,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Conversation Measuring Cup,,,,,
805,M001 Reading Body Language - Upset (805),M001,Reading Body Language - Upset,https://slp.everydayspeech.com/video/reading-body-language-upset,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Understanding Body Language,(3) Middle & High School,Reading Body Language,,,
598,M046 Sharing (598),M046,Sharing,https://slp.everydayspeech.com/video/sharing-2,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Playing With Others,(2) Elementary School,Sharing,,,
785,M064 Ending a Conversation (785),M064,Ending a Conversation,https://slp.everydayspeech.com/video/ending-a-conversation,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Ending a Conversation,(2) Elementary School,How to End Conversations,,,
740,M073 Answering a Peer (740),M073,Answering a Peer,https://slp.everydayspeech.com/video/answering-a-peer,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Active Listening,,,,,
784,M070 Asking for Permission (784),M070,Asking for Permission,https://slp.everydayspeech.com/video/asking-for-permission,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Asking For Help,(2) Elementary School,Asking for What You Want,,,
448,M038 Staying Calm When Things Don’t Go Our Way (448),M038,Staying Calm When Things Don’t Go Our Way,https://slp.everydayspeech.com/video/staying-calm-when-things-don-t-go-our-way,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(2) Elementary School,Mastering Staying Calm,,,
288,M011 Showing Empathy (288),M011,Showing Empathy,https://slp.everydayspeech.com/video/showing-empathy,video,2017-01-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Empathy Essentials,(3) Middle & High School,What are the Empathy Essentials?,,,
238,M037 Walking in the Halls (238),M037,Walking in the Halls,https://slp.everydayspeech.com/video/walking-in-the-halls,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(2) Elementary School,Walking in the Halls,,,
635,M058 Interrupting (635),M058,Interrupting,https://slp.everydayspeech.com/video/interrupting-2,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Stoplight,(2) Elementary School,What is the Conversation Stoplight?,,,
774,M034 Accepting an Apology (774),M034,Accepting an Apology,https://slp.everydayspeech.com/video/accepting-an-apology,video,2017-01-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Handling Conflicts With Friends,(3) Middle & High School,Apologizing to Friends,,,
473,M036 Saying Bye to a Peer (473),M036,Saying Bye to a Peer,https://slp.everydayspeech.com/video/saying-bye-to-a-peer,video,2017-01-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Ending a Conversation,(2) Elementary School,How to End Conversations,,,
